plotID,GPSdevice,waypoint_beg,plot_beg_UTM_E,plot_beg_UTM_N,estimatedAccuracy_beg_ft,waypoint_end,plot_end_UTM_E,plot_end_UTM_N,estimatedAccuracy_end_ft,treeNum,PILA_waypoint,PILA_UTM_E,PILA_UTM_N,estimatedAccuracy_PILA_ft,datum,zone
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,1,84,263429,4175327,NA,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,2,85,263453,4175334,NA,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,3,86,263459,4175328,NA,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,4,87,263459,4175321,NA,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,5,88,263461,4175324,NA,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,6,118,263387,4175421,5,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,7,120,263435,4175559,9,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,8,121,263387,4175645,5,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,9,123,263384,4175654,5,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,10,124,263384,4175652,5,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,11,246,263375,4175599,0,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,12,125,263362,4175633,4,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,13,126,263354,4175616,5,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,14,127,263332,4175625,1,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,15,129,263319,4175578,5,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,16,128,263358,4175593,1,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,17,130,263283,4175567,2,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,18,131,263193,4175471,0,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,19,132,263148,4175508,8,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,20,133,263155,4175510,8,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,21,135,263196,4175519,1,NAD83,11
1,66sr,119,263410,4175542,6,NA,NA,NA,NA,22,136,263187,4175591,7,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,1,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,2,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,3,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,4,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,5,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,6,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,7,211,276551,4155455,0,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,8,212,276552,4155455,1,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,9,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,10,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,11,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,12,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,13,214,276681,4155315,5,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,14,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,15,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,16,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,17,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,18,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,19,NA,NA,NA,NA,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,20,215,276604,4155420,1,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,21,216,276621,4155346,5,NAD83,11
10,66i,210,276635,4155392,1,211,276551,4155455,0,22,217,276598,4155334,1,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,6,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,7,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,8,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,9,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,10,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,11,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,12,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,13,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,14,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,15,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,16,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,17,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,18,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,19,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,20,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,21,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,22,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,23,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,24,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,25,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,26,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,27,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,28,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,29,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,30,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,31,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,32,NA,NA,NA,NA,NAD83,11
11,66sr,NA,260720,4169962,5,NA,NA,NA,NA,33,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,1,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,2,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,3,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,4,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,5,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,6,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,7,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,8,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,9,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,10,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,11,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,12,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,13,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,14,NA,NA,NA,NA,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,15,97,4206756,259759,12,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,16,98,4206757,259742,5,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,17,99,4206756,259761,14,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,18,100,4206762,259752,4,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,19,101,4206766,259726,0,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,20,103,4206762,259719,6,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,21,105,4206743,259719,15,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,22,107,4206743,259693,4,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,23,108,4206739,259688,6,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,24,109,4206723,259692,12,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,25,110,4206701,259699,9,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,26,111,4206703,259704,5,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,27,112,4206701,259705,4,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,28,113,4206692,259703,6,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,29,115,4206682,259698,1,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,30,116,4206682,259698,1,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,31,117,4206681,259696,1,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,32,118,4206674,259700,8,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,33,118,4206674,259700,8,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,34,119,4206673,259702,0,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,35,120,4206651,259710,10,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,36,121,4206680,259719,4,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,37,122,4206671,259721,2,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,38,124,4206681,259743,4,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,39,125,4206679,259744,4,NAD83,11
12,66i,94,259786,4206696,9,107,259693,4206743,4,40,127,4206675,259749,1,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,1,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,2,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,3,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,4,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,5,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,6,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,7,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,8,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,9,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,10,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,11,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,12,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,13,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,14,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,15,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,16,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,17,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,18,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,19,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,20,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,21,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,22,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,23,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,24,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,25,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,26,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,27,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,28,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,29,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,30,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,31,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,32,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,33,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,34,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,35,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,36,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,37,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,38,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,39,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,40,NA,NA,NA,NA,NAD83,11
13,66i,10,270606,4155910,4,NA,270753,4155910,1,41,NA,NA,NA,NA,NAD83,11
14,66sr,NA,246250,4185936,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NAD83,11
14,66sr,NA,246250,4185936,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NAD83,11
14,66sr,NA,246250,4185936,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NAD83,11
14,66sr,NA,246250,4185936,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NAD83,11
14,66sr,NA,246250,4185936,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,6,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,7,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,9,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,10,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,11,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,12,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,13,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,14,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,15,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,16,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,17,NA,NA,NA,NA,NAD83,11
15,66sr,NA,249352,4183789,0,NA,NA,NA,NA,18,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,2,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,3,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,4,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,5,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,6,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,7,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,8,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,9,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,10,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,11,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,12,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,13,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,14,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,15,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,16,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,17,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,18,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,19,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,20,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,21,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,22,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,23,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,24,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,25,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,26,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,27,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,28,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,29,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,30,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,31,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,32,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,33,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,34,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,35,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,36,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,37,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,38,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,39,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,40,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,41,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,42,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,43,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,44,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,45,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,46,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,47,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,48,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,49,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,50,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,51,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,52,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,53,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,54,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,55,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,56,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,57,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,58,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,59,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,60,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,61,NA,NA,NA,NA,NAD83,11
16,66sr,NA,249445,4183542,14,NA,NA,NA,NA,62,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257186,4190751,4,1,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257187,4190751,4,2,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257188,4190751,4,3,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257189,4190751,4,4,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257190,4190751,4,5,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257191,4190751,4,6,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257192,4190751,4,7,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257193,4190751,4,8,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257194,4190751,4,9,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257195,4190751,4,10,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257196,4190751,4,11,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257197,4190751,4,12,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257198,4190751,4,13,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257199,4190751,4,14,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257200,4190751,4,15,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257201,4190751,4,16,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257202,4190751,4,17,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257203,4190751,4,18,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257204,4190751,4,19,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257205,4190751,4,20,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257206,4190751,4,21,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257207,4190751,4,22,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257208,4190751,4,23,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257209,4190751,4,24,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257210,4190751,4,25,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257211,4190751,4,26,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257212,4190751,4,27,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257213,4190751,4,28,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257214,4190751,4,29,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257215,4190751,4,30,NA,NA,NA,NA,NAD83,11
17,66si,252,257382,4190786,4,NA,257216,4190751,4,31,NA,NA,NA,NA,NAD83,11
18,66sr,89,249056,4182178,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NAD83,11
18,66sr,89,249056,4182178,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NAD83,11
18,66sr,89,249056,4182178,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NAD83,11
18,66sr,89,249056,4182178,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NAD83,11
18,66sr,89,249056,4182178,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NAD83,11
