plotID,GPSdevice,waypoint_beg,plot_beg_UTM_E,plot_beg_UTM_N,estimatedAccuracy_beg_ft,waypoint_end,plot_end_UTM_E,plot_end_UTM_N,estimatedAccuracy_end_ft,treeNum,PILA_waypoint,PILA_UTM_E,PILA_UTM_N,estimatedAccuracy_PILA_ft,datum,zone
73,66i,366,263223,4174597,1,370,263191,4174641,4,29,373,263211,4174583,2,NAD83,11
73,66i,366,263223,4174597,1,370,263191,4174641,4,30,374,263206,4174579,0,NAD83,11
73,66i,366,263223,4174597,1,370,263191,4174641,4,31,376,263206,4174579,0,NAD83,11
73,66i,366,263223,4174597,1,370,263191,4174641,4,32,377,263211,4174599,0,NAD83,11
73,66i,366,263223,4174597,1,370,263191,4174641,4,33,378,263206,4174595,4,NAD83,11
73,66i,366,263223,4174597,1,370,263191,4174641,4,34,NA,NA,NA,NA,NAD83,11
73,66i,366,263223,4174597,1,370,263191,4174641,4,35,NA,NA,NA,NA,NAD83,11
73,66i,366,263223,4174597,1,370,263191,4174641,4,36,NA,NA,NA,NA,NAD83,11
73,66i,366,263223,4174597,1,370,263191,4174641,4,37,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,1,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,2,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,3,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,4,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,5,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,6,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,7,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,8,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,9,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,10,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,11,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,12,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,13,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,14,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,15,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,16,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,17,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,18,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,19,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,20,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,21,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,22,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,23,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,24,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,25,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,26,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,27,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,28,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,29,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,30,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,31,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,32,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,33,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,34,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,35,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,36,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,37,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,38,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,39,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,40,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,41,NA,NA,NA,NA,NAD83,11
74,66sr,116,262349,4175630,1,245,262471,4175528,1,42,NA,NA,NA,NA,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,1,338,283258,4201723,1,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,2,339,283278,4201757,1,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,3,340,283281,4201778,0,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,4,341,283279,4201794,0,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,5,342,283287,4201804,0,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,7,344,283233,4201819,0,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,8,345,283229,4201801,0,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,9,348,283200,4201789,4,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,10,353,283260,4201677,2,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,11,354,283306,4201709,1,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,12,357,283306,4201679,0,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,13,358,283308,4201671,0,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,14,359,283342,4201677,6,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,15,360,283336,4201660,8,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,16,NA,NA,NA,NA,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,17,NA,NA,NA,NA,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,18,NA,NA,NA,NA,NAD83,11
75,66i,351,283233,4201803,0,350,283272,4201830,4,19,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,1,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,2,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,3,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,4,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,5,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,6,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,7,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,8,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,9,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,10,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,11,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,12,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,13,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,14,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,15,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,16,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,17,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,18,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,19,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,20,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,21,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,22,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,23,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,24,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,25,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,26,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,27,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,28,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,29,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,30,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,31,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,32,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,33,NA,NA,NA,NA,NAD83,11
76,66sr,179,262771,4169263,11,NA,NA,NA,NA,34,NA,NA,NA,NA,NAD83,11
8,66i,128,261210,4207263,4,130,261401,4207280,0,NA,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,1,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,2,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,3,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,4,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,5,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,6,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,7,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,8,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,9,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,10,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,11,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,12,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,13,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,14,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,15,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,16,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,17,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,18,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,19,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,20,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,21,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,22,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,23,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,24,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,25,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,26,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,27,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,28,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,29,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,30,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,31,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,32,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,33,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,34,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,35,NA,NA,NA,NA,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,36,270,268351,4180412,2,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,37,271,268355,4180412,4,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,38,272,268354,4180412,0,NAD83,11
9,66i,268,268197,4180442,0,276,268305,4180465,0,39,NA,NA,NA,NA,NAD83,11
